smiles
N=c1c2ccccc2nc2n1CC/C2=C\c1ccccc1
O=C(c1c[nH]c(=O)c2ccccc12)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1
N=c1c2c3c(sc2nc2n1CC/C2=C\c1ccccc1)CCCC3
O=C(c1ccccc1)N1CCC(N(CCc2ccccc2)Cc2c[nH]n(-c3ccccc3)c2=O)CC1
C(=C1\CCN2Cc3ccccc3N=C12)\c1ccccc1
c1ccc(CCNCC(c2ccccc2)N2CCN(C3CCCCC3)CC2)cc1
O=C(Nc1ccccc1)Nc1ccccc1CCN1CCC(Cc2ccccc2)CC1
O=C(NCC(c1ccccc1)N1CCN(C2CCCCC2)CC1)Nc1ccccc1
C(=C1\CCN2Cc3ccccc3N=C12)\c1ccccc1
O=C(NCCN1CCN(C2CCCCC2)CC1)Nc1ccccc1
O=C(c1ccccc1)N1CCC(N(CCc2ccccc2)Cc2c[nH]n(-c3ccccc3)c2=O)CC1
O=C(NCCCN(CCCc1ccccc1)CC1CC1)Nc1cccc(-c2nnn[nH]2)c1
O=C(NCCCN1CCC[C@@H](Cc2ccccc2)C1)Nc1cccc(-c2nnn[nH]2)c1
O=C(NCCC[C@H]1C[C@H](Cc2ccccc2)CCN1)Nc1ccccc1
O=C(Nc1ccccc1)N1CCOC(CN2CCC(Cc3ccccc3)CC2)C1
O=C(NCCc1ccccc1)c1ccccc1
O=C(Nc1ccccc1)Nc1ccccc1CCN1CCC(Cc2ccccc2)CC1
O=C(NCCN1C2CCC1CC(Cc1ccccc1)C2)Nc1ccccc1
O=C(NCC(c1ccccc1)N1CCN(C2CCCCC2)CC1)Nc1ccccc1
O=C(NCC1CCN(Cc2ccccc2)CC1)Nc1cccc(-c2nnn[nH]2)c1
O=C(NCC1CCCN(CCCc2ccccc2)C1)Nc1cccc(-c2nnn[nH]2)c1
O=C(NCC(c1ccc(-c2ccccc2)cc1)N1CCN(C2CCCCC2)CC1)Nc1ccccc1
O=C(NCCCN1CCC[C@@H](Cc2ccccc2)C1)Nc1cc(-n2ccnn2)cc(-n2ccnn2)c1
O=C(NCCCN1CCC[C@@H](Cc2ccccc2)C1)Nc1cc(-n2cccn2)cc(-n2cccn2)c1
O=C(Nc1ccccn1)[C@H]1CCC(=O)N1C1CCN(Cc2ccccc2)CC1
O=C(NCCc1ccccc1)c1cccc2ccccc12
O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1
O=C(NCCCN1CCC(Cc2ccccc2)CC1)Nc1ccccc1
N=c1c2ccsc2nc2n1CC/C2=C\c1ccccc1
O=C(Nc1ccccc1)Nc1ccccc1CN1CCC(Cc2ccccc2)CC1
O=C(Nc1ccccc1)N1CCCC(CN2CCC(Cc3ccccc3)CC2)C1
O=C(Nc1cccc(-c2nnn[nH]2)c1)N[C@@H]1CCCN(CCc2ccccc2)C1
O=C(Nc1nccs1)N[C@@H]1CNCC[C@H]1CN1CCC[C@@H](Cc2ccccc2)C1
N=c1c2ccccc2nc2n1CC/C2=C\c1ccccc1
O=C(NS(=O)(=O)Cc1ccccc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1
O=C(c1cnc2ccccc2n1)N1CCC(N2CCC(Cc3ccccc3)CC2)CC1
O=C(NC[C@@H]1CCCN(CCc2ccccc2)C1)Nc1cccc(-c2nnn[nH]2)c1
O=C(Nc1nccs1)N[C@@H]1CNCC[C@H]1CN1CCC[C@@H](Cc2ccccc2)C1
O=C(c1cnnc2ccccc12)N1CCC(N2CCC(Cc3ccccc3)CC2)CC1
O=C(NCCN1CCCCC1)NCC(CCCN1CCC(c2ccccc2)CC1)(c1ccccc1)c1ccccc1
O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12
O=C(NCCCN1CCC(Cc2ccccc2)CC1)Nc1ccccc1
O=C(NCC(c1ccccc1)N1CCN(C2CCCCC2)CC1)Nc1ccccc1
c1ccc(CN2CCO[C@H](CN3CCC(Oc4ccccc4)CC3)C2)cc1
O=C(NC[C@@H]1CCCN(CCc2ccccc2)C1)Nc1cccc(-c2nnn[nH]2)c1
O=C(Nc1ccccc1)Nc1ccccc1CN1CCC(Cc2ccccc2)CC1
O=C(NCCCN1C[C@@H]2Cc3ccccc3C[C@H]2C1)Nc1ccccc1
c1ccc(CCNCC(c2ccccc2)N2CCN(c3ccccc3)CC2)cc1
O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1c[nH]c(=O)c2ccccc12
O=C(c1ccccc1)N1CCC(N(CCc2ccccc2)Cc2c[nH]n(-c3ccccc3)c2=O)CC1
